seed,epoch,learning_rate,train_cross_entropy,validation_cross_entropy,validation_mean_iou,validation_pixel_accuracy,validation_mean_accuracy
0,1,0.0003,1.1688406269638627,1.156693128347397,0.2565292522381962,0.5447593470982143,0.359839821409937
0,2,0.0003,0.8735215248884978,0.9324850904941558,0.3746416575431441,0.6509677435427296,0.4958854394093071
0,3,0.0003,0.7093242213461134,0.8758359289169312,0.3979946254558266,0.6725913285235969,0.5139624648032094
0,4,0.0003,0.5774982867859028,0.8113552385568619,0.43897414985129146,0.7039295679209183,0.5523091482572934
0,5,0.0003,0.4917189461213571,0.6950118684768677,0.4933829708240908,0.7426044323979591,0.5977296663821845
0,6,0.0003,0.4272924249260514,0.7021416819095612,0.5104016124112126,0.7488187081473214,0.5916810964952219
0,7,0.0003,0.37582641005516054,0.8719729506969451,0.5039831404588659,0.7029369120695153,0.6491274066091217
0,8,0.0003,0.3323974526811529,0.5736963480710984,0.5865607695474637,0.7896846599968113,0.7026707403285242
0,9,0.0003,0.29578087744889436,0.6766102755069733,0.5906455784272803,0.7637031150350765,0.748415842995996
0,10,0.0003,0.27478595451072413,0.5835571640729904,0.6059446768501803,0.7923399633290816,0.7293838426302964
0,11,0.0003,0.24911344991789924,0.5990941399335861,0.6168485322085349,0.7998808195153061,0.7096692457462924
0,12,0.0003,0.22882022868703913,0.5501087599992752,0.6337369742493097,0.8073806202168368,0.7318430171615643
0,13,0.0003,0.22539868339344307,0.8980426687002182,0.5415359469755621,0.7221907386001275,0.6739947908071459
0,14,0.0003,0.21346674512933803,0.5693401721119881,0.6293976818492116,0.8133929567920918,0.7200191804034121
0,15,0.0003,0.19866163350917676,0.5125409841537476,0.6676979027988856,0.8217200952646684,0.7811870294398243
0,16,0.0003,0.19874282580834848,0.5675345879793167,0.633520344894584,0.8121028479751276,0.7198835776234425
0,17,0.0003,0.18370196534527672,0.57499053388834,0.6349100080650315,0.819140625,0.7315716918043398
0,18,0.0003,0.17560314686210068,0.5516982662677765,0.6484871956554118,0.8257405931122449,0.7278245260554238
0,19,0.0003,0.17121511660240316,0.5309857460856438,0.6629897805353716,0.8325790218431123,0.7441402365316557
0,20,0.0003,0.16281035127463164,0.5194755381345749,0.6640892561438341,0.8335090481505102,0.735871668804943
0,21,0.0003,0.156164748845277,0.4750261101126671,0.689809751566549,0.8422528200733418,0.7801114022649088
0,22,0.0003,0.15351761491210372,0.5630525562167168,0.6513910922630723,0.8287269312021683,0.7292246356260301
