seed,epoch,learning_rate,train_cross_entropy,validation_cross_entropy,validation_mean_iou,validation_pixel_accuracy,validation_mean_accuracy
0,1,0.0003,1.1305905608777647,1.0517535400390625,0.30390684846431043,0.5917642897002551,0.4187296959266689
0,2,0.0003,0.9686676524303578,0.9529435729980469,0.3336231281997756,0.6406488161670918,0.4497921932589724
0,3,0.0003,0.8949320548552054,0.9918642807006836,0.31272981655020166,0.6290625,0.4269731093311096
0,4,0.0003,0.8357859697165313,0.9079983770847321,0.35819958910229327,0.6614153180803571,0.4789564442346198
0,5,0.0003,0.7846516137652927,0.9029950344562531,0.38298415687486953,0.6545822704081633,0.532084041956559
0,6,0.0003,0.7437736235724555,0.8540183317661285,0.4106310211508122,0.6794417151626275,0.5224757901689482
0,7,0.0003,0.6988653506173028,0.8014893144369125,0.44164056181267675,0.7008643574617347,0.5479663422926097
0,8,0.0003,0.6530055655373468,0.8580783796310425,0.44309634649273166,0.6748031927614796,0.5834338360090741
0,9,0.0003,0.6113974957112913,0.7927905070781708,0.48433471080182416,0.7024592434630103,0.6318077170040183
0,10,0.0003,0.5641714847970892,0.7574041259288787,0.4867632311078296,0.729700703523597,0.5980831090565522
0,11,0.0003,0.5273600737695341,0.7690669554471969,0.4965324038776727,0.7231687460140306,0.6175707517242806
0,12,0.0003,0.4964561752919798,0.7243718916177749,0.49270435751525116,0.7437935467155612,0.5894669127017674
0,13,0.0003,0.4603363951047262,0.824479787349701,0.45969593289666666,0.7172625856983418,0.5466061355803341
0,14,0.0003,0.4306774663042139,0.6462714260816574,0.5547832670999848,0.7648525191326531,0.6683390824653824
0,15,0.0003,0.408424193682494,0.8441201961040496,0.49132540189550256,0.7262771045918367,0.603366873331412
0,16,0.0003,0.38905408921065154,0.6539361149072647,0.5592170018787207,0.7609216557716837,0.6865160359617973
0,17,0.0003,0.35865136641043205,0.6649440968036652,0.5776536934349388,0.7713583685427295,0.6933933794275468
0,18,0.0003,0.3491946241149196,0.5776568758487701,0.5999072795794659,0.7906903698979592,0.7165070643308645
0,19,0.0003,0.34211621637697576,0.6822554397583008,0.5465000835196402,0.7689407784598215,0.6361678341574422
0,20,0.0003,0.32128188605661745,0.6739468991756439,0.5663056989580834,0.771725227200255,0.657778887438152
0,21,0.0003,0.29677491232200903,0.6722497379779816,0.5638935717555569,0.7843567641900511,0.6592894354397509
0,22,0.0003,0.27536823519953973,0.7276488673686982,0.5605712834091697,0.7669048449457908,0.6674624009155492
0,23,0.0003,0.28125925218617476,0.6626950806379318,0.58657859907994,0.7874862982302296,0.6791545859767089
0,24,0.0003,0.2613452895703139,0.6429753947257996,0.5996525400875681,0.7900393116230867,0.6890991341750002
0,25,0.0003,0.245529002127824,0.64003522336483,0.5884258519108421,0.7910029197225765,0.7071345982406557
0,26,0.0003,0.25817449256225866,0.5758001357316971,0.6012221044070472,0.8114325573979592,0.6903028018312524
0,27,0.0003,0.24354227891674748,1.109814173579216,0.48937179611166554,0.7412598652742347,0.5752842184546461
0,28,0.0003,0.2506957663650866,0.605862050652504,0.6301829330414778,0.7992350426498724,0.7248714840529102
0,29,0.0003,0.22045590376412427,0.5630605238676071,0.6229495015910942,0.8178835000797194,0.6996725703458659
0,30,0.0003,0.2114818975660536,0.598983581662178,0.637767388835598,0.8016221400669643,0.7745756512204224
0,31,0.0003,0.20859355939759147,0.5268371289968491,0.6497182406669305,0.8282287846779337,0.7305488663185046
0,32,0.0003,0.22045461782702694,0.5609197652339936,0.6350627703771295,0.8240403280452806,0.7254906168308483
0,33,0.0003,0.20249016218715243,0.5712633720040321,0.6378653442853558,0.818747708067602,0.7365374526888127
0,34,0.0003,0.18932892470448107,0.5469279563426972,0.6620126321002184,0.8301322345344387,0.7498458757544478
0,35,0.0003,0.19065480876851965,0.6130427396297455,0.5879152107224636,0.8069211375956633,0.753686333823644
0,36,0.0003,0.20147812459203931,0.6455316108465194,0.6117677151228035,0.8105945073341837,0.6967914305721582
0,37,0.0003,0.1751223556862937,0.5371775525808334,0.6653424370131263,0.8338756078603317,0.7410120179634161
0,38,0.0003,0.16391909157788312,0.6059161075949668,0.6381337993694461,0.8273735451211734,0.7150264446871807
0,39,0.0003,0.1717220089170668,0.5042820116877555,0.6856438026609365,0.8446994579081633,0.787644495394637
0,40,0.0003,0.16007277497538813,0.7172104871273041,0.6000963538359844,0.7979173309948979,0.703087261137438
0,41,0.0003,0.15778904303356453,0.5389833205938339,0.6590509098279617,0.8428887316645408,0.7321533614302579
0,42,0.0003,0.20915960431098937,0.9323830449581146,0.4996435430948317,0.727811204559949,0.6542005429025137
0,43,0.0003,0.18576008333100213,0.4829286739230156,0.6949636898925823,0.8486456672512755,0.7790196018764599
0,44,0.0003,0.14074152436521317,0.800152771472931,0.622527708649795,0.7762909060108418,0.7273481706324157
0,45,0.0003,0.13510258458278798,0.47119338244199754,0.6909995726512372,0.8496450494260204,0.7803930813666063
0,46,0.0003,0.1344464694129096,0.5933472412824631,0.6602631139656908,0.8301239138233418,0.7440206657617169
0,47,0.0003,0.1349944963278594,0.5137677073478699,0.6845516874400329,0.8493898975605867,0.7646897553116869
0,48,0.0003,0.17163038662186375,0.9990441310405731,0.5194052552959582,0.7374079739317602,0.5981632390809208
0,49,0.0003,0.15474771923489042,0.5090472000837326,0.672195663639106,0.8434932039221938,0.7582872819993318
0,50,0.0003,0.12679241432083976,0.46447822034358976,0.7083577336859316,0.857769551179847,0.7873716090293319
1,1,0.0003,1.133334090974596,1.0553152990341186,0.3004166057952311,0.6037471101721938,0.4171289674097768
1,2,0.0003,0.9799280654059516,1.0236012351512909,0.3190154266348246,0.6120822704081633,0.44385721269093403
1,3,0.0003,0.8986617410624469,0.9176123070716858,0.3639898128581093,0.6564275251116072,0.47323703469241096
1,4,0.0003,0.8461447083508526,0.8957631266117096,0.36128100043058875,0.6631103515625,0.46652532578560496
1,5,0.0003,0.8035846579516376,0.8928592526912689,0.3936427975387298,0.6562624561543368,0.5399920231802643
1,6,0.0003,0.749784600911317,0.8395253837108612,0.4220418575141931,0.6826742366868622,0.56993185791627
1,7,0.0003,0.6965723702642652,0.8329978787899017,0.4033095135211564,0.6856725825095663,0.5135670511191095
1,8,0.0003,0.6574594124158224,0.7703749775886536,0.4650151228182969,0.7111260861766582,0.60301087962784
1,9,0.0003,0.610991216412297,0.8384684079885483,0.452204299961173,0.6726752830038265,0.6302526372861655
1,10,0.0003,0.5707999434294524,0.9188922828435898,0.4183066951264723,0.6984544901945153,0.5313031770535913
1,11,0.0003,0.5318457906334488,0.7570599108934403,0.48532195664734523,0.7202716936383928,0.5955266235508365
1,12,0.0003,0.496181265424799,0.8950147998332977,0.4441618809972447,0.6756131417410715,0.6026072831114221
1,13,0.0003,0.4831238771367956,0.6796094715595246,0.5258667146716864,0.7510551359215561,0.6433799919172655
1,14,0.0003,0.4377565575970544,0.7694633954763412,0.48654927958028127,0.7485359036192603,0.5778389675031301
1,15,0.0003,0.40146203336892305,0.708554555773735,0.5321526308509595,0.7454740812340561,0.6416805430158584
1,16,0.0003,0.3943321498235067,0.7027279323339463,0.5390122808741723,0.7504803591358419,0.665660600723566
1,17,0.0003,0.3733861486558561,0.6391961431503296,0.5585957347057183,0.7649044363839286,0.6944911358485866
1,18,0.0003,0.3514920694298214,0.6381499743461609,0.575723432459807,0.7772656748246174,0.6856381612511536
1,19,0.0003,0.33105361730964095,0.7841380155086517,0.535561110004503,0.7644429607780612,0.6348391355939684
1,20,0.0003,0.3210098209646013,0.6385328912734985,0.5830659964827697,0.7769909917091836,0.6886725816312522
1,21,0.0003,0.31002907307059674,0.5396113139390946,0.6248812957876027,0.8087750119579081,0.7216743491155627
1,22,0.0003,0.28125847973205426,0.6189420849084855,0.6012128501224436,0.7954152881855867,0.6938665671959396
1,23,0.0003,0.26807192895147536,0.6200100409984589,0.6056719057875485,0.791561055086097,0.7170856692836433
1,24,0.0003,0.26559806567651256,0.549540479183197,0.6307916486872179,0.8057747727997449,0.7495557988818876
1,25,0.0003,0.2612515049289774,0.5922987681627273,0.6014206988700556,0.808878248565051,0.6896199420304807
1,26,0.0003,0.25794316539057977,0.586511246562004,0.6151285021036682,0.7978458824936224,0.7419609921113455
1,27,0.0003,0.24283560200973794,0.5775631076097488,0.6340952601098798,0.8120638851243622,0.7342754065014415
1,28,0.0003,0.23774774312973024,0.6453704679012299,0.5975715920475223,0.808306810028699,0.6725494621552331
1,29,0.0003,0.21720861589467083,0.7163070851564407,0.5899914567858264,0.7925019929846939,0.690368802012566
1,30,0.0003,0.2363884096233933,0.5411297857761384,0.6247151637836632,0.8124747887436224,0.7284022904843032
1,31,0.0003,0.2092121120956209,0.6842637145519257,0.5919232510341764,0.7897079280931123,0.7015985056466894
1,32,0.0003,0.2136796224338037,0.6309395152330398,0.6033896365563945,0.795477070711097,0.698843215326088
1,33,0.0003,0.20539199065279076,0.5863371235132218,0.6344074672531376,0.8253403519610969,0.7187959124937587
1,34,0.0003,0.19017733573913576,0.5041356420516968,0.6664547753711821,0.8421660754145408,0.7517048226490043
1,35,0.0003,0.18740317580876528,0.7625953644514084,0.581821166496068,0.783043437101403,0.6859122596099427
