strategy,mean_embedding_norm,std_embedding_norm,raw_pairwise_cosine,centered_effective_rank
mmearth_pretrain,9.879037755112126,1.2802033464280937,0.7308843636250671,5.674613485908017
eurosat_train,11.42873940337676,1.5426247124095223,0.544144269464111,8.528400842652077
geobench_official,11.45751153697733,1.5932525268291553,0.5406390591369663,8.443143548486114
no_zscore,16391.252034785564,5329.277981248944,0.819768960800048,2.122574801434792
